"index","relation-type","term1","b1","e1","term2","b2","e2","sentence"
"873","TWrex-diagnose","tuberculosis","56","68","tb","164","166","Patients with diabetes mellitus are more susceptible to tuberculosis (tb), and the clinical conditions of diabetic tb patients deteriorate faster than non-diabetic tb patients, but the immunological basis for this phenomenon is not understood clearly."
"874","TWrex-diagnose","tbc","220","223","ppd-","109","113","Subjects were divided into 18 healthy volunteers without detectable reaction to purified protein derivative (ppd-), 18 health care workers with a recent conversion to PPD, 20 patients with active pulmonary tuberculosis (tbc) and 15 patients with treated tbc at 6 months of therapy."
"875","TWrex-diagnose","tbc","254","257","ppd-","109","113","Subjects were divided into 18 healthy volunteers without detectable reaction to purified protein derivative (ppd-), 18 health care workers with a recent conversion to PPD, 20 patients with active pulmonary tuberculosis (tbc) and 15 patients with treated tbc at 6 months of therapy."
"876","TWrex-diagnose","tuberculosis","92","104","purified protein derivative","58","85","In areas of high transmission, the algorithm excludes the purified protein derivative of M. tuberculosis skin test."
"877","TWrex-diagnose","tuberculosis","48","60","tb","159","161","Our results suggest that latency antigens of M. tuberculosis may be promising targets for developing more effective recombinant BCG strains to protect against tb."
"878","TWrex-diagnose","tuberculosis","25","37","tb","39","41","To inform development of tuberculosis (tb) control strategies, we characterized a total of 2,261 Mycobacterium tuberculosis complex isolates by using multiple phenotypic and molecular markers, including polymorphisms in repetitive sequences (spoligotyping and variable-number tandem repeats VNTRs) and large sequence and single-nucleotide polymorphisms."
"879","TWrex-diagnose","tuberculosis","111","123","tb","39","41","To inform development of tuberculosis (tb) control strategies, we characterized a total of 2,261 Mycobacterium tuberculosis complex isolates by using multiple phenotypic and molecular markers, including polymorphisms in repetitive sequences (spoligotyping and variable-number tandem repeats VNTRs) and large sequence and single-nucleotide polymorphisms."
"880","TWrex-diagnose","infection","112","121","tuberculin","28","38","In this study, we conducted tuberculin skin tests to estimate the prevalence and annual risk of M. tuberculosis infection in first-grade schoolchildren in Taiwan Province."
"881","TWrex-diagnose","tuberculosis","109","121","tb","123","125","IGRAs showed poor agreement with the tuberculin skin test (TST), except in countries with high incidences of tuberculosis (tb), but generally correlated better with markers of exposure to tb including during contact investigation."
"882","TWrex-diagnose","tuberculosis","109","121","tb","188","190","IGRAs showed poor agreement with the tuberculin skin test (TST), except in countries with high incidences of tuberculosis (tb), but generally correlated better with markers of exposure to tb including during contact investigation."
"883","TWrex-diagnose","pituitary","36","45","arginine","382","390","Acta Paediatr Scand, 65:177, 1976.--Pituitary-adrenal reserve was evaluated in control and hypopituitary subjects by comparing the 8 a.m. plasma 11-deoxycorticoid response (11-DOCS) to a single midnight oral dose of metyrapone (short test) with 1) the 8 a.m. 11-DOCS increase under repeated oral doses of metyrapone (prolonged test) and 2) with the plasma corticoid response during arginine-insulin test."
"884","TWrex-diagnose","pituitary","95","104","arginine","382","390","Acta Paediatr Scand, 65:177, 1976.--Pituitary-adrenal reserve was evaluated in control and hypopituitary subjects by comparing the 8 a.m. plasma 11-deoxycorticoid response (11-DOCS) to a single midnight oral dose of metyrapone (short test) with 1) the 8 a.m. 11-DOCS increase under repeated oral doses of metyrapone (prolonged test) and 2) with the plasma corticoid response during arginine-insulin test."
"885","TWrex-diagnose","malignant hyperthermia","145","167","halothane","25","34","At high concentration of halothane, freeze fracture replicas show small unilamellar vesicles or mixed micelles, uniformly sprayed in the case of malignant hyperthermia membranes but mainly aggregated for the normal ones."
"886","TWrex-diagnose","cushing's syndrome","10","28","dexamethasone","355","368","A case of Cushing's Syndrome is discussed, induced by ectopic secretion of ACTH by a Benign Bronchial Carcinoid Tumor, which due to its clinical features (asymptomatic and invisible to conventional radiology and associated with typical signs of Chronic Hypercortisolism) and biochemical findings (ACTH only slightly raised and suppression with high doses dexamethasone), simulated an hypophyseal origin, the pulmonary tumor being showed only after 3 years of the diagnosis of Cushing's Syndrome."
"887","TWrex-diagnose","cushing's syndrome","476","494","dexamethasone","355","368","A case of Cushing's Syndrome is discussed, induced by ectopic secretion of ACTH by a Benign Bronchial Carcinoid Tumor, which due to its clinical features (asymptomatic and invisible to conventional radiology and associated with typical signs of Chronic Hypercortisolism) and biochemical findings (ACTH only slightly raised and suppression with high doses dexamethasone), simulated an hypophyseal origin, the pulmonary tumor being showed only after 3 years of the diagnosis of Cushing's Syndrome."
"888","TWrex-diagnose","tuberculosis","176","188","tb","117","119","Moreover, a considerable number of sera from healthy controls, especially from younger age groups, had high anti-PGL-tb titres, which implies that environmental exposure to M. tuberculosis is much higher than has been estimated from the actual tb cases."
"889","TWrex-diagnose","tuberculosis","176","188","tb","244","246","Moreover, a considerable number of sera from healthy controls, especially from younger age groups, had high anti-PGL-tb titres, which implies that environmental exposure to M. tuberculosis is much higher than has been estimated from the actual tb cases."
"890","TWrex-diagnose","tb","33","35","tb","16","18","The hybrid gene tb, encoding the tb, was correctly expressed in Escherichia coli BL21 and Pichia pastoris GS115."
"891","TWrex-diagnose","tuberculosis","42","54","tuberculin","88","98","Out of these 36 subjects - of whom 12 had tuberculosis-with positive skin test with one tuberculin, only 11 had a positive result with the other, the mean diameter of the latter being 50% lower."
"892","TWrex-diagnose","tuberculosis","59","71","tb","73","75","The purpose of this study was to compare the occurrence of tuberculosis (tb) and the outcome of treatment between tb patients living in urban and rural areas."
"893","TWrex-diagnose","tuberculosis","59","71","tb","114","116","The purpose of this study was to compare the occurrence of tuberculosis (tb) and the outcome of treatment between tb patients living in urban and rural areas."
"894","TWrex-diagnose","tuberculosis","137","149","tb","14","16","Tuberculosis (tb) remains a serious public health problem, worsened by an increased frequency of multidrug-resistant (MDR) Mycobacterium tuberculosis strains."
"895","TWrex-diagnose","hyperresponsiveness","227","246","methacholine","268","280","We determined (1) the FEV1 response of all patients to the inhalation of NaCl (the difference between the FEV1 before NaCl and the FEV1 after NaCl), and (2) the correlation between the response to saline solution and bronchial hyperresponsiveness (BHR) measured using methacholine."
"896","TWrex-diagnose","tuberculosis","75","87","tuberculin","14","24","In a study of tuberculin skin tests in 216 consecutive untreated pulmonary tuberculosis patients, one showed central necrosis at 48 h: there was no effective blood flow at the centre of this lesion, but the periphery was markedly hyperaemic."
"897","TWrex-diagnose","cushing","10","17","dexamethasone","355","368","A case of cushing's Syndrome is discussed, induced by ectopic secretion of ACTH by a Benign Bronchial Carcinoid Tumor, which due to its clinical features (asymptomatic and invisible to conventional radiology and associated with typical signs of Chronic Hypercortisolism) and biochemical findings (ACTH only slightly raised and suppression with high doses dexamethasone), simulated an hypophyseal origin, the pulmonary tumor being showed only after 3 years of the diagnosis of cushing's Syndrome."
"898","TWrex-diagnose","cushing","476","483","dexamethasone","355","368","A case of cushing's Syndrome is discussed, induced by ectopic secretion of ACTH by a Benign Bronchial Carcinoid Tumor, which due to its clinical features (asymptomatic and invisible to conventional radiology and associated with typical signs of Chronic Hypercortisolism) and biochemical findings (ACTH only slightly raised and suppression with high doses dexamethasone), simulated an hypophyseal origin, the pulmonary tumor being showed only after 3 years of the diagnosis of cushing's Syndrome."
"899","TWrex-diagnose","bronchial hyperresponsiveness","25","54","metacholine","66","77","Moreover, the Ag-induced bronchial hyperresponsiveness to inhaled metacholine was almost completely blocked."
"900","TWrex-diagnose","infection","214","223","blood test","166","176","The prospective study was conducted over one year and COPD patients admitted to hospital with exacerbations were included in the study if they had a positive D-dimer blood test and no evidence of acute respiratory infection."
"901","TWrex-diagnose","tuberculosis","152","164","tuberculin","92","102","We assessed the characteristics of the QuantiFERON-Gold In-Tube (QFT-GIT) compared with the tuberculin skin test (TST) in 198 refugees of all ages from tuberculosis-endemic countries."
"902","TWrex-diagnose","tuberculosis","71","83","tuberculin","197","207","Some 840 bacille Calmette-Guérin (BCG)-vaccinated healthy controls and tuberculosis patients from two Chinese hospitals were submitted to comparative skin tests with purified protein derivative of tuberculin (PPD; as reference) and with the antigen complex A60 from Mycobacterium bovis BCG."
"903","TWrex-diagnose","tuberculosis","17","29","tb","31","33","Beijing genotype tuberculosis (tb) accounted for 73.8 % (240/325) of the isolates."
"904","TWrex-diagnose","hyperreactivity","133","148","methacholine","167","179","In conscious, permanently instrumented, unrestrained, ovalbumin-sensitized guinea-pigs the development of allergen-induced bronchial hyperreactivity to histamine- and methacholine-inhalation was investigated after the early as well as after the late asthmatic response."
"905","TWrex-diagnose","diabetes insipidus","37","55","vasopressin","110","121","All seven cases of severe neurogenic diabetes insipidus diagnosed by the indirect tests were confirmed by the vasopressin assay."
"906","TWrex-diagnose","tuberculosis","94","106","ppd","160","163","Though tubercle bacilli were not isolated from her sputum, pulmonary lesions considered to be tuberculosis due to their typical location and nature, a positive ppd skin test, and the response to antituberculous drugs."
"907","TWrex-diagnose","tuberculosis","25","37","tb","155","157","The unrecognized case of tuberculosis is much more likely to be the source of transmission of M tuberculosis than is the individual who has a diagnosis of tb or &quot;rule-out tb."
"908","TWrex-diagnose","tuberculosis","25","37","tb","176","178","The unrecognized case of tuberculosis is much more likely to be the source of transmission of M tuberculosis than is the individual who has a diagnosis of tb or &quot;rule-out tb."
"909","TWrex-diagnose","tuberculosis","96","108","tb","155","157","The unrecognized case of tuberculosis is much more likely to be the source of transmission of M tuberculosis than is the individual who has a diagnosis of tb or &quot;rule-out tb."
"910","TWrex-diagnose","tuberculosis","96","108","tb","176","178","The unrecognized case of tuberculosis is much more likely to be the source of transmission of M tuberculosis than is the individual who has a diagnosis of tb or &quot;rule-out tb."
"911","TWrex-diagnose","tuberculosis","70","82","tb","96","98","Sputum was positive for acid-fast bacilli and Amplified Mycobacterium Tuberculosis Direct Test (tb-MTD) was positive."
"912","TWrex-diagnose","aspergillosis","188","201","aspergillus fumigatus","17","38","The isolation of Aspergillus fumigatus from airway secretions from patients with cystic fibrosis (CF) is common and usually denotes asymptomatic colonization or allergic broncho-pulmonary aspergillosis (ABPA."
"913","TWrex-diagnose","neurogenic bladder","71","89","chloride","27","35","The failure of bethanechol chloride to induce voiding in patients with neurogenic bladder, despite a positive bethanechol test, is being reported more frequently."
"914","TWrex-diagnose","cortex","97","103","hormone","20","27","Adrenocorticotropic hormone (ACTH) controls release of cortisol which is produced by the adrenal cortex and enables the body to cope with stress; cortisol is replaced with prednisolone given orally."
"915","TWrex-diagnose","tuberculosis","122","134","derivative","85","95","Although delayed-type hypersensitivity skin testing with tuberculin purified protein derivative (PPD) is the standard for tuberculosis screening, its variability suggests the need for a more sensitive, noninvasive test."
"916","TWrex-diagnose","neurogenic bladder","71","89","bethanechol chloride","15","35","The failure of bethanechol chloride to induce voiding in patients with neurogenic bladder, despite a positive bethanechol test, is being reported more frequently."
"917","TWrex-diagnose","aspergillosis","188","201","aspergillus","17","28","The isolation of Aspergillus fumigatus from airway secretions from patients with cystic fibrosis (CF) is common and usually denotes asymptomatic colonization or allergic broncho-pulmonary aspergillosis (ABPA."
"918","TWrex-diagnose","erectile dysfunction","188","208","papaverine","97","107","We aimed to compare the electrical activity of corpus cavernosum before and after intracavernous papaverine injection and to determine the blood lipid profile in vascular and non-vascular erectile dysfunction, and also to assess whether vascular pathology and abnormal blood lipid levels impair cavernosal smooth-muscle relaxation."
"919","TWrex-diagnose","tumor","64","69","dtpa","11","15","Gadolinium-dtpa was used safely in 23 human subjects with brain tumors, hepatic tumors and cysts, and a variety of abdominal and pelvic tumors."
"920","TWrex-diagnose","tumor","80","85","dtpa","11","15","Gadolinium-dtpa was used safely in 23 human subjects with brain tumors, hepatic tumors and cysts, and a variety of abdominal and pelvic tumors."
"921","TWrex-diagnose","tumor","136","141","dtpa","11","15","Gadolinium-dtpa was used safely in 23 human subjects with brain tumors, hepatic tumors and cysts, and a variety of abdominal and pelvic tumors."
"922","TWrex-diagnose","tuberculosis","28","40","tb","42","44","After clinical examination, tuberculosis (tb) was considered the likely diagnosis in 256 cases, of which 132 were offered an antituberculous treatment according to the current recommendations of the Swiss Association against tb."
"923","TWrex-diagnose","tuberculosis","28","40","tb","225","227","After clinical examination, tuberculosis (tb) was considered the likely diagnosis in 256 cases, of which 132 were offered an antituberculous treatment according to the current recommendations of the Swiss Association against tb."
"924","TWrex-diagnose","tuberculosis","49","61","ppd-","129","133","Separated antigens were probed with T cells from tuberculosis patients and purified protein derivative (PPD)-positive (PPD+) and ppd-negative (ppd-) contacts as well as normal healthy donors."
"925","TWrex-diagnose","tuberculosis","49","61","ppd-","143","147","Separated antigens were probed with T cells from tuberculosis patients and purified protein derivative (PPD)-positive (PPD+) and ppd-negative (ppd-) contacts as well as normal healthy donors."
"926","TWrex-diagnose","syndrome","57","65","dexamethasone","237","250","A 25-year-old primigravid woman presented with Cushing's syndrome at 23 weeks gestation; serum cortisol was 1090 nmol/l at 0900 h, 1230 nmol/l at 2200 h; basal urinary free cortisol excretion was 3680 nmol/24 h, and 8830 nmol/24 h after dexamethasone 8 mg daily for 48 hours; plasma ACTH was."
"927","TWrex-diagnose","tuberculosis","80","92","ppd","134","137","The antigens studied were an unheated sterile culture filtrate of Mycobacterium tuberculosis, tuberculin purified protein derivative (ppd) from M. tuberculosis (ppda), purified cytoplasmic protein antigens 5 and 6 from M. tuberculosis, and a ppd prepared from M. kansasi (ppdk."
"928","TWrex-diagnose","tuberculosis","80","92","ppd","161","164","The antigens studied were an unheated sterile culture filtrate of Mycobacterium tuberculosis, tuberculin purified protein derivative (ppd) from M. tuberculosis (ppda), purified cytoplasmic protein antigens 5 and 6 from M. tuberculosis, and a ppd prepared from M. kansasi (ppdk."
"929","TWrex-diagnose","tuberculosis","80","92","ppd","242","245","The antigens studied were an unheated sterile culture filtrate of Mycobacterium tuberculosis, tuberculin purified protein derivative (ppd) from M. tuberculosis (ppda), purified cytoplasmic protein antigens 5 and 6 from M. tuberculosis, and a ppd prepared from M. kansasi (ppdk."
"930","TWrex-diagnose","tuberculosis","80","92","ppd","272","275","The antigens studied were an unheated sterile culture filtrate of Mycobacterium tuberculosis, tuberculin purified protein derivative (ppd) from M. tuberculosis (ppda), purified cytoplasmic protein antigens 5 and 6 from M. tuberculosis, and a ppd prepared from M. kansasi (ppdk."
"931","TWrex-diagnose","tuberculosis","147","159","ppd","134","137","The antigens studied were an unheated sterile culture filtrate of Mycobacterium tuberculosis, tuberculin purified protein derivative (ppd) from M. tuberculosis (ppda), purified cytoplasmic protein antigens 5 and 6 from M. tuberculosis, and a ppd prepared from M. kansasi (ppdk."
"932","TWrex-diagnose","tuberculosis","147","159","ppd","161","164","The antigens studied were an unheated sterile culture filtrate of Mycobacterium tuberculosis, tuberculin purified protein derivative (ppd) from M. tuberculosis (ppda), purified cytoplasmic protein antigens 5 and 6 from M. tuberculosis, and a ppd prepared from M. kansasi (ppdk."
"933","TWrex-diagnose","tuberculosis","147","159","ppd","242","245","The antigens studied were an unheated sterile culture filtrate of Mycobacterium tuberculosis, tuberculin purified protein derivative (ppd) from M. tuberculosis (ppda), purified cytoplasmic protein antigens 5 and 6 from M. tuberculosis, and a ppd prepared from M. kansasi (ppdk."
"934","TWrex-diagnose","tuberculosis","147","159","ppd","272","275","The antigens studied were an unheated sterile culture filtrate of Mycobacterium tuberculosis, tuberculin purified protein derivative (ppd) from M. tuberculosis (ppda), purified cytoplasmic protein antigens 5 and 6 from M. tuberculosis, and a ppd prepared from M. kansasi (ppdk."
"935","TWrex-diagnose","tuberculosis","222","234","ppd","134","137","The antigens studied were an unheated sterile culture filtrate of Mycobacterium tuberculosis, tuberculin purified protein derivative (ppd) from M. tuberculosis (ppda), purified cytoplasmic protein antigens 5 and 6 from M. tuberculosis, and a ppd prepared from M. kansasi (ppdk."
"936","TWrex-diagnose","tuberculosis","222","234","ppd","161","164","The antigens studied were an unheated sterile culture filtrate of Mycobacterium tuberculosis, tuberculin purified protein derivative (ppd) from M. tuberculosis (ppda), purified cytoplasmic protein antigens 5 and 6 from M. tuberculosis, and a ppd prepared from M. kansasi (ppdk."
"937","TWrex-diagnose","tuberculosis","222","234","ppd","242","245","The antigens studied were an unheated sterile culture filtrate of Mycobacterium tuberculosis, tuberculin purified protein derivative (ppd) from M. tuberculosis (ppda), purified cytoplasmic protein antigens 5 and 6 from M. tuberculosis, and a ppd prepared from M. kansasi (ppdk."
"938","TWrex-diagnose","tuberculosis","222","234","ppd","272","275","The antigens studied were an unheated sterile culture filtrate of Mycobacterium tuberculosis, tuberculin purified protein derivative (ppd) from M. tuberculosis (ppda), purified cytoplasmic protein antigens 5 and 6 from M. tuberculosis, and a ppd prepared from M. kansasi (ppdk."
"939","TWrex-diagnose","diabetes insipidus","208","226","vasopressin","110","121","In an attempt to clarify the mechanism responsible for the prolonged effect of DDAVP (1-desamino-8-D-arginine vasopressin), plasma levels of DDAVP and nephrogenous cyclic AMP were determined in patients with diabetes insipidus after a single intranasal administration of 10 micrograms of DDAVP."
"940","TWrex-diagnose","aspergillosis","394","407","aspergillus","342","353","The present study was designed to investigate a possible association between alleles carried at position -1082 in the promoter region of the IL-10 gene and clinical data on 378 patients with CF. After adjustment for potential confounding variables, a significant relationship was found between the -1082GG genotype and both colonization with Aspergillus fumigatus and allergic bronchopulmonary aspergillosis."
"941","TWrex-diagnose","bacillus","144","152","tuberculin","75","85","The diagnosis of an infection is based on a study of the skin responses to tuberculin and those on tuberculosis on the evidence of the tubercle bacillus."
"942","TWrex-diagnose","tuberculosis","97","109","tuberculin","125","135","We report the case of a psoriatic patient, who, despite a negative screening for infection by M. tuberculosis including both tuberculin skin test (TST) and chest X-ray, developed after 4 months of infliximab treatment, a severe pulmonary, lymphnodal and intestinal tuberculosis during infliximab treatment."
"943","TWrex-diagnose","tuberculosis","265","277","tuberculin","125","135","We report the case of a psoriatic patient, who, despite a negative screening for infection by M. tuberculosis including both tuberculin skin test (TST) and chest X-ray, developed after 4 months of infliximab treatment, a severe pulmonary, lymphnodal and intestinal tuberculosis during infliximab treatment."
"944","TWrex-diagnose","tuberculosis","109","121","tuberculin","37","47","IGRAs showed poor agreement with the tuberculin skin test (TST), except in countries with high incidences of tuberculosis (TB), but generally correlated better with markers of exposure to TB including during contact investigation."
"945","TWrex-diagnose","tuberculosis","27","39","purified protein derivative","104","131","A presumptive diagnosis of tuberculosis was made on the basis of 10 mm or more of induration to 5 TU of purified protein derivative and a chest film or other findings compatible with tuberculosis."
"946","TWrex-diagnose","tuberculosis","183","195","purified protein derivative","104","131","A presumptive diagnosis of tuberculosis was made on the basis of 10 mm or more of induration to 5 TU of purified protein derivative and a chest film or other findings compatible with tuberculosis."
"947","TWrex-diagnose","aspergillosis","98","111","aspergillus fumigatus","123","144","The efficacy and toxicity of free and liposome intercalated amphotericin-B (Amp-B) in controlling Aspergillosis, caused by Aspergillus fumigatus in BALB/c mice were studied."
"948","TWrex-diagnose","tuberculosis","61","73","tb","106","108","The present data demonstrate the specificity of ESAT-6 of M. tuberculosis and its ability to discriminate tb patients from controls, including leprosy patients."
"949","TWrex-diagnose","pheochromocytoma","53","69","phenoxybenzamine hydrochloride","132","162","In a 54-year-old man with a norepinephrine-secreting pheochromocytoma, resistance developed to the alpha-adrenergic blocking agent, phenoxybenzamine hydrochloride."
"950","TWrex-diagnose","tb","167","169","tuberculin","29","39","Screening of his contacts by tuberculin skin tests (2TU RT23 W. Tw.80) provided data for analyzing the usefulness of tuberculin tests for monitoring of propagation of tb infection among BCG vaccinated population with high tb prevalence in the A statistically significant difference was found in tuberculin reactivity between 543 contacts and 232 individuals who had not reported contact with, the patient."
"951","TWrex-diagnose","tb","167","169","tuberculin","117","127","Screening of his contacts by tuberculin skin tests (2TU RT23 W. Tw.80) provided data for analyzing the usefulness of tuberculin tests for monitoring of propagation of tb infection among BCG vaccinated population with high tb prevalence in the A statistically significant difference was found in tuberculin reactivity between 543 contacts and 232 individuals who had not reported contact with, the patient."
"952","TWrex-diagnose","tb","167","169","tuberculin","295","305","Screening of his contacts by tuberculin skin tests (2TU RT23 W. Tw.80) provided data for analyzing the usefulness of tuberculin tests for monitoring of propagation of tb infection among BCG vaccinated population with high tb prevalence in the A statistically significant difference was found in tuberculin reactivity between 543 contacts and 232 individuals who had not reported contact with, the patient."
"953","TWrex-diagnose","tb","222","224","tuberculin","29","39","Screening of his contacts by tuberculin skin tests (2TU RT23 W. Tw.80) provided data for analyzing the usefulness of tuberculin tests for monitoring of propagation of tb infection among BCG vaccinated population with high tb prevalence in the A statistically significant difference was found in tuberculin reactivity between 543 contacts and 232 individuals who had not reported contact with, the patient."
"954","TWrex-diagnose","tb","222","224","tuberculin","117","127","Screening of his contacts by tuberculin skin tests (2TU RT23 W. Tw.80) provided data for analyzing the usefulness of tuberculin tests for monitoring of propagation of tb infection among BCG vaccinated population with high tb prevalence in the A statistically significant difference was found in tuberculin reactivity between 543 contacts and 232 individuals who had not reported contact with, the patient."
"955","TWrex-diagnose","tb","222","224","tuberculin","295","305","Screening of his contacts by tuberculin skin tests (2TU RT23 W. Tw.80) provided data for analyzing the usefulness of tuberculin tests for monitoring of propagation of tb infection among BCG vaccinated population with high tb prevalence in the A statistically significant difference was found in tuberculin reactivity between 543 contacts and 232 individuals who had not reported contact with, the patient."
"956","TWrex-diagnose","tb","123","125","tuberculin","37","47","IGRAs showed poor agreement with the tuberculin skin test (TST), except in countries with high incidences of tuberculosis (tb), but generally correlated better with markers of exposure to tb including during contact investigation."
"957","TWrex-diagnose","tb","188","190","tuberculin","37","47","IGRAs showed poor agreement with the tuberculin skin test (TST), except in countries with high incidences of tuberculosis (tb), but generally correlated better with markers of exposure to tb including during contact investigation."
"958","TWrex-diagnose","tuberculosis","59","71","tb","152","154","CD8+ T cells derived from HLA-A*0201+ patients with active tuberculosis (tb) as well as tuberculin skin test-positive individuals who had no history of tb were used as effector cells to determine whether these epitopes are recognized by in vivo-primed CTLs."
"959","TWrex-diagnose","tuberculosis","40","52","tb","109","111","The genotypic characteristics of the M. tuberculosis predominant LAM strain that was responsible for 31 % of tb cases in this setting are presented."
"960","TWrex-diagnose","tumour","27","33","dtpa","152","156","32 patients with abdominal tumours or inflammatory abdominal diseases were examined by MRI (0.5 T) prior to and after oral administration of gadolinium-dtpa (Gd-dtpa."
"961","TWrex-diagnose","tumour","27","33","dtpa","161","165","32 patients with abdominal tumours or inflammatory abdominal diseases were examined by MRI (0.5 T) prior to and after oral administration of gadolinium-dtpa (Gd-dtpa."
"962","TWrex-diagnose","malignant hyperthermia","174","196","halothane","162","171","Family II is the group of greatest pharmacogenetic and clinical interest, since it is responsible of the polymorphism of the response to different drugs, such as halothane, (malignant hyperthermia), ethanol (alcohol intolerance), nitrosamine, (cancer), debrisoquine (hypotension), spartein (excessive uterine contractions."
"963","TWrex-diagnose","tuberculosis","138","150","tuberculin","211","221","The involvement of occupational medicine units in health training in national public health programs and especially in programs combating tuberculosis must be a high-priority activity, because studies show that tuberculin conversion rates diminish significantly when programs of tuberculosis sensitization (information, education and communication), prevention (vaccination), and control (screening and treatment) are widely available to healthcare professionals, even those who have direct and constant with patients with tuberculosis."
"964","TWrex-diagnose","tuberculosis","279","291","tuberculin","211","221","The involvement of occupational medicine units in health training in national public health programs and especially in programs combating tuberculosis must be a high-priority activity, because studies show that tuberculin conversion rates diminish significantly when programs of tuberculosis sensitization (information, education and communication), prevention (vaccination), and control (screening and treatment) are widely available to healthcare professionals, even those who have direct and constant with patients with tuberculosis."
"965","TWrex-diagnose","tuberculosis","523","535","tuberculin","211","221","The involvement of occupational medicine units in health training in national public health programs and especially in programs combating tuberculosis must be a high-priority activity, because studies show that tuberculin conversion rates diminish significantly when programs of tuberculosis sensitization (information, education and communication), prevention (vaccination), and control (screening and treatment) are widely available to healthcare professionals, even those who have direct and constant with patients with tuberculosis."
"966","TWrex-diagnose","malabsorption","65","78","vitamin a","0","9","Vitamin A malnutrition in cirrhotics may be caused by poor diet, malabsorption, decreased hepatic vitamin A uptake, and decreased hepatic storage capacity for vitamin A. In some cirrhotic patients zinc deficiency and or protein deficiency may limit the ability to respond to vitamin A. Combined vitamin A and zinc deficiencies are common in cirrhotics and either may result in abnormal dark adaptation or impaired taste and smell."
"967","TWrex-diagnose","malabsorption","65","78","vitamin a","98","107","Vitamin A malnutrition in cirrhotics may be caused by poor diet, malabsorption, decreased hepatic vitamin A uptake, and decreased hepatic storage capacity for vitamin A. In some cirrhotic patients zinc deficiency and or protein deficiency may limit the ability to respond to vitamin A. Combined vitamin A and zinc deficiencies are common in cirrhotics and either may result in abnormal dark adaptation or impaired taste and smell."
"968","TWrex-diagnose","malabsorption","65","78","vitamin a","159","168","Vitamin A malnutrition in cirrhotics may be caused by poor diet, malabsorption, decreased hepatic vitamin A uptake, and decreased hepatic storage capacity for vitamin A. In some cirrhotic patients zinc deficiency and or protein deficiency may limit the ability to respond to vitamin A. Combined vitamin A and zinc deficiencies are common in cirrhotics and either may result in abnormal dark adaptation or impaired taste and smell."
"969","TWrex-diagnose","malabsorption","65","78","vitamin a","275","284","Vitamin A malnutrition in cirrhotics may be caused by poor diet, malabsorption, decreased hepatic vitamin A uptake, and decreased hepatic storage capacity for vitamin A. In some cirrhotic patients zinc deficiency and or protein deficiency may limit the ability to respond to vitamin A. Combined vitamin A and zinc deficiencies are common in cirrhotics and either may result in abnormal dark adaptation or impaired taste and smell."
"970","TWrex-diagnose","malabsorption","65","78","vitamin a","295","304","Vitamin A malnutrition in cirrhotics may be caused by poor diet, malabsorption, decreased hepatic vitamin A uptake, and decreased hepatic storage capacity for vitamin A. In some cirrhotic patients zinc deficiency and or protein deficiency may limit the ability to respond to vitamin A. Combined vitamin A and zinc deficiencies are common in cirrhotics and either may result in abnormal dark adaptation or impaired taste and smell."
"971","TWrex-diagnose","tuberculosis","38","50","tuberculin","110","120","Despite this, a greater percentage of tuberculosis patients in each country responded to the specific reagent Tuberculin than did the control populations and their mean positive induration sizes were consistently larger."
"972","TWrex-diagnose","tuberculosis","74","86","tuberculin","163","173","Incorporation of these tests into programs for targeted testing of latent tuberculosis infection will reduce false-positive and false-negative results inherent in tuberculin testing, equipping clinicians with more accurate tools for tuberculosis control and elimination in the 21st century."
"973","TWrex-diagnose","tuberculosis","233","245","tuberculin","163","173","Incorporation of these tests into programs for targeted testing of latent tuberculosis infection will reduce false-positive and false-negative results inherent in tuberculin testing, equipping clinicians with more accurate tools for tuberculosis control and elimination in the 21st century."
"974","TWrex-diagnose","impotence","81","90","papaverine","96","106","The authors present the seamy side of the beneficial practice to handle erectile impotence with papaverine or with the papaverine-Regitin combination."
"975","TWrex-diagnose","impotence","81","90","papaverine","119","129","The authors present the seamy side of the beneficial practice to handle erectile impotence with papaverine or with the papaverine-Regitin combination."
"976","TWrex-diagnose","depression","145","155","dexamethasone","52","65","The aim of the present study was to investigate how dexamethasone, a synthetic glucocorticoid, and norepinephrine, both of which are involved in depression, interact to affect aspects of neuronal plasticity."
"977","TWrex-diagnose","tuberculosis","80","92","tb","195","197","The aqueous fraction of Triton X-100-soluble proteins (TSP-Aq) of Mycobacterium tuberculosis cell wall was reported to stimulate T-cell responses in peripheral blood monocytes from tuberculosis (tb) patients and to induce Th1 cytokines, suggesting presence of protective antigens."
"978","TWrex-diagnose","tuberculosis","181","193","tb","195","197","The aqueous fraction of Triton X-100-soluble proteins (TSP-Aq) of Mycobacterium tuberculosis cell wall was reported to stimulate T-cell responses in peripheral blood monocytes from tuberculosis (tb) patients and to induce Th1 cytokines, suggesting presence of protective antigens."
"979","TWrex-diagnose","syndrome","36","44","dexamethasone","50","63","In a 10-year-old boy with Cushing's syndrome, the dexamethasone suppression test, the metyrapone test, and both basal and corticotropin-releasing factor-stimulated corticotropin levels all indicated a primary adrenal disorder."
"980","TWrex-diagnose","pulmonary tb","67","79","tb","106","108","Interestingly, Rv1168c antigen permits diagnosis of smear-negative pulmonary tb as well as extrapulmonary tb cases, which are often difficult to diagnose by conventional tests."
